,beta,outbreak_size,system_size,transmissibility,kappa,size_fraction,legend_kappa
0,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
1,0.1,751,5000,0.10714285714285687,20,0.1502,$\kappa = 20$
2,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
3,0.1,739,5000,0.10714285714285687,20,0.1478,$\kappa = 20$
4,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
5,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
6,0.1,702,5000,0.10714285714285687,20,0.1404,$\kappa = 20$
7,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
8,0.1,5,5000,0.10714285714285687,20,0.001,$\kappa = 20$
9,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
10,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
11,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
12,0.1,853,5000,0.10714285714285687,20,0.1706,$\kappa = 20$
13,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
14,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
15,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
16,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
17,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
18,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
19,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
20,0.1,772,5000,0.10714285714285687,20,0.1544,$\kappa = 20$
21,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
22,0.1,8,5000,0.10714285714285687,20,0.0016,$\kappa = 20$
23,0.1,769,5000,0.10714285714285687,20,0.1538,$\kappa = 20$
24,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
25,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
26,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
27,0.1,44,5000,0.10714285714285687,20,0.0088,$\kappa = 20$
28,0.1,716,5000,0.10714285714285687,20,0.1432,$\kappa = 20$
29,0.1,3,5000,0.10714285714285687,20,0.0006,$\kappa = 20$
30,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
31,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
32,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
33,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
34,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
35,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
36,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
37,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
38,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
39,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
40,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
41,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
42,0.1,3,5000,0.10714285714285687,20,0.0006,$\kappa = 20$
43,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
44,0.1,840,5000,0.10714285714285687,20,0.168,$\kappa = 20$
45,0.1,3,5000,0.10714285714285687,20,0.0006,$\kappa = 20$
46,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
47,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
48,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
49,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
50,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
51,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
52,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
53,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
54,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
55,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
56,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
57,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
58,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
59,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
60,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
61,0.1,658,5000,0.10714285714285687,20,0.1316,$\kappa = 20$
62,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
63,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
64,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
65,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
66,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
67,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
68,0.1,852,5000,0.10714285714285687,20,0.1704,$\kappa = 20$
69,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
70,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
71,0.1,3,5000,0.10714285714285687,20,0.0006,$\kappa = 20$
72,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
73,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
74,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
75,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
76,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
77,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
78,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
79,0.1,7,5000,0.10714285714285687,20,0.0014,$\kappa = 20$
80,0.1,3,5000,0.10714285714285687,20,0.0006,$\kappa = 20$
81,0.1,3,5000,0.10714285714285687,20,0.0006,$\kappa = 20$
82,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
83,0.1,670,5000,0.10714285714285687,20,0.134,$\kappa = 20$
84,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
85,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
86,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
87,0.1,3,5000,0.10714285714285687,20,0.0006,$\kappa = 20$
88,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
89,0.1,5,5000,0.10714285714285687,20,0.001,$\kappa = 20$
90,0.1,2,5000,0.10714285714285687,20,0.0004,$\kappa = 20$
91,0.1,764,5000,0.10714285714285687,20,0.1528,$\kappa = 20$
92,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
93,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
94,0.1,673,5000,0.10714285714285687,20,0.1346,$\kappa = 20$
95,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
96,0.1,1,5000,0.10714285714285687,20,0.0002,$\kappa = 20$
97,0.1,3,5000,0.10714285714285687,20,0.0006,$\kappa = 20$
98,0.1,4,5000,0.10714285714285687,20,0.0008,$\kappa = 20$
99,0.1,907,5000,0.10714285714285687,20,0.1814,$\kappa = 20$
100,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
101,0.14250000000000002,1192,5000,0.2038216560509556,20,0.2384,$\kappa = 20$
102,0.14250000000000002,2,5000,0.2038216560509556,20,0.0004,$\kappa = 20$
103,0.14250000000000002,1061,5000,0.2038216560509556,20,0.2122,$\kappa = 20$
104,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
105,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
106,0.14250000000000002,4,5000,0.2038216560509556,20,0.0008,$\kappa = 20$
107,0.14250000000000002,1273,5000,0.2038216560509556,20,0.2546,$\kappa = 20$
108,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
109,0.14250000000000002,2,5000,0.2038216560509556,20,0.0004,$\kappa = 20$
110,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
111,0.14250000000000002,1016,5000,0.2038216560509556,20,0.2032,$\kappa = 20$
112,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
113,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
114,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
115,0.14250000000000002,4,5000,0.2038216560509556,20,0.0008,$\kappa = 20$
116,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
117,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
118,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
119,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
120,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
121,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
122,0.14250000000000002,1093,5000,0.2038216560509556,20,0.2186,$\kappa = 20$
123,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
124,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
125,0.14250000000000002,2,5000,0.2038216560509556,20,0.0004,$\kappa = 20$
126,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
127,0.14250000000000002,1,5000,0.2038216560509556,20,0.0002,$\kappa = 20$
128,0.14250000000000002,1148,5000,0.2038216560509556,20,0.2296,$\kappa = 20$
