,beta,outbreak_size,system_size,transmissibility,kappa,size_fraction,legend_kappa
201,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
202,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
203,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
204,0.185,8,500,0.2816091954022988,20,0.016,$\kappa = 20$
205,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
206,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
207,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
208,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
209,0.185,37,500,0.2816091954022988,20,0.074,$\kappa = 20$
210,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
211,0.185,204,500,0.2816091954022988,20,0.408,$\kappa = 20$
212,0.185,6,500,0.2816091954022988,20,0.012,$\kappa = 20$
213,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
214,0.185,11,500,0.2816091954022988,20,0.022,$\kappa = 20$
215,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
216,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
217,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
218,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
219,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
220,0.185,17,500,0.2816091954022988,20,0.034,$\kappa = 20$
221,0.185,3,500,0.2816091954022988,20,0.006,$\kappa = 20$
222,0.185,3,500,0.2816091954022988,20,0.006,$\kappa = 20$
223,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
224,0.185,169,500,0.2816091954022988,20,0.338,$\kappa = 20$
225,0.185,104,500,0.2816091954022988,20,0.208,$\kappa = 20$
226,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
227,0.185,4,500,0.2816091954022988,20,0.008,$\kappa = 20$
228,0.185,4,500,0.2816091954022988,20,0.008,$\kappa = 20$
229,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
230,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
231,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
232,0.185,177,500,0.2816091954022988,20,0.354,$\kappa = 20$
233,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
234,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
235,0.185,71,500,0.2816091954022988,20,0.142,$\kappa = 20$
236,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
237,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
238,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
239,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
240,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
241,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
